tempo,quantidadePAs,articulation_points_percentage,betweenness,degree,closeness,eigenvector,lifespan,mobility,fragmentationImpact,k_connectivity,density,number_of_cars
709,1,2.703,0.009524,2,0.06962,9.554e-05,1,0,1,0,2.102,37
710,0,0,0,0,0,0,0,0,0,0,1.961,34
711,1,3.03,0.02352,3,0.1336,0.1047,1,0,1,0,6.629,33
712,1,2.439,0.001282,2,0.05,2.618e-09,1,0,1,0,7.561,41
713,1,2.439,0.02802,2.571,0.09197,0.08722,1,0,1,0,3.659,41
714,1,2.381,0.003252,3,0.07782,0,1,0,1,0,2.787,42
715,0,0,0,0,0,0,0,0,0,0,9.309,37
716,1,2.5,0.01305,3,0.1193,0.06423,1,0,1,0,6.154,40
717,0,0,0,0,0,0,0,0,0,0,7.681,38
718,1,2.941,0.03883,5,0.1636,0.2264,1,0,1,0,5.169,34
719,1,2.941,0.05556,3.667,0.1478,0.2013,1.333,426.2,1,0,4.813,34
720,1,2.857,0.0309,4.667,0.1493,0.3404,1,0,1,0,4.202,35
721,1,2.778,0.04958,5,0.2037,0.2375,1,0,1,0,4.921,36
722,0,0,0,0,0,0,0,0,0,0,7.808,37
723,1,2.632,0.007132,3,0.09604,0.1355,1,0,1,0,3.129,38
724,1,3.226,0.01839,4.5,0.1519,0.217,1,0,1,0,6.022,31
725,1,2.857,0.001783,2,0.05882,5.81e-06,1,0,1,0,3.866,35
726,1,2.632,0.03003,6,0.2048,0.201,1,0,1,0,5.974,38
727,1,2.703,0.03333,5,0.1654,0.09025,1,0,1,0,8.108,37
728,1,2.564,0.004979,2.5,0.07719,8.12e-07,1,0,1,0,5.533,39
729,1,2.5,0.00135,2,0.05128,3.571e-06,1,0,1,0,2.821,40
730,1,3.704,0.03077,4.5,0.238,0.231,1,0,1,0,9.972,27
731,0,0,0,0,0,0,0,0,0,0,7.46,36
732,1,2.564,0.004267,3.5,0.09398,0.2166,1,0,1,0,4.588,39
733,0,0,0,0,0,0,0,0,0,0,2.56,38
734,1,2.857,0.00713,2.5,0.08824,0.06737,1,0,1,0,4.37,35
735,1,2.778,0.01092,3.5,0.1063,0.2493,1,0,1,0,3.016,36
736,1,3.333,0.02709,3.5,0.1549,0.2791,1,0,1,0,4.368,30
737,1,3.333,0.002463,2,0.06897,1.848e-08,1,0,1,0,8.736,30
738,1,2.632,0.02029,6,0.2064,0.2152,1,0,1,0,7.255,38
739,1,2.632,0.005255,4,0.1081,1.486e-05,1,0,1,0,3.841,38
740,1,3.125,0.03814,4,0.1704,0.187,1.2,159.2,1,0,6.25,32
741,1,2.632,0.004129,2.25,0.07005,5.85e-06,1,0,1,0,3.129,38
742,1,2.703,0.0373,2.667,0.1124,0.09581,1.5,202.9,1,0,4.805,37
743,1,2.564,0.02916,4.333,0.1449,0.2648,1.667,111.3,1,0,2.969,39
744,1,2.857,0.01664,2.667,0.1013,0.1291,1,0,1,0,3.697,35
745,1,2.632,0.03191,4.25,0.1816,0.1317,1,0,1.25,0,6.401,38
746,1,2.778,0.01905,3.333,0.1188,3.26e-05,1.333,44.47,1,0,4.444,36
747,1,2.941,0.001894,2,0.06061,9.758e-06,1,0,1,0,2.674,34
748,1,2.778,0.01597,4,0.1366,0.112,1,0,1,0,6.667,36
749,1,2.857,0.04599,2.8,0.1316,0.07291,1,0,1,0,4.202,35
750,1,2.703,0.004762,2.5,0.08333,0.1346,1,0,1,0,2.703,37
751,0,0,0,0,0,0,0,0,0,0,2.54,36
752,1,3.226,0.003448,2.5,0.08333,5.226e-06,1,0,1,0,5.161,31
753,0,0,0,0,0,0,0,0,0,0,3.209,34
754,1,2.703,0.01365,2.8,0.09381,0.06622,1,0,1,0,3.604,37
755,1,2.857,0.004011,2.25,0.07255,0.2366,1,0,1,0,2.353,35
756,1,2.941,0.005682,2.5,0.08485,0.1404,1,0,1,0,3.922,34
757,0,0,0,0,0,0,0,0,0,0,6.05,35
758,1,2.703,0.004762,4,0.1111,2.538e-05,2,1087,1,0,3.904,37
759,1,2.778,0.07065,4.75,0.1861,0.09955,1,0,1,0,7.143,36
760,1,2.632,0.01201,2.333,0.08532,0.05688,1,0,1,0,3.414,38
761,0,0,0,0,0,0,0,0,0,0,6.463,41
762,0,0,0,0,0,0,0,0,0,0,7.563,35
763,1,2.5,0.004049,3,0.08205,1.457e-05,1,0,1,0,3.462,40
764,0,0,0,0,0,0,0,0,0,0,3.788,33
765,1,2.778,0.01513,4.5,0.1511,0.0001082,1,0,1,0,4.286,36
766,1,2.941,0.007102,3.25,0.1076,0.2529,1,0,1,0,3.565,34
767,1,3.03,0.01613,2.5,0.1206,0.1616,1,0,1,0,3.03,33
768,1,3.448,0.0194,3,0.1294,0.4613,1,0,1,0,2.463,29
769,1,3.03,0.03427,2.5,0.154,0.09775,1,0,1,0,5.871,33
770,0,0,0,0,0,0,0,0,0,0,8.403,35
771,1,2.941,0.01705,2.8,0.1226,0.05675,1,0,1,0,6.239,34
772,1,2.941,0.003788,3,0.09091,2.315e-05,1,0,1,0,3.387,34
773,1,2.564,0.02371,3.667,0.1682,0.09539,1.333,239.7,1,0,8.232,39
774,1,2.632,0.005631,3,0.09402,2.034e-06,1,0,1,0,7.681,38
775,1,2.273,0.007475,2.75,0.08189,0.1123,1.5,147,1,0,3.066,44
776,1,2.857,0.01693,4.5,0.1718,0.2254,1,0,1,0,4.706,35
777,0,0,0,0,0,0,0,0,0,0,5.376,31
778,1,3.125,0.004301,3,0.09677,0.6116,1,0,1,0,2.016,32
779,1,3.125,0.08441,5,0.2375,0.3287,1,0,1,0,5.847,32
780,0,0,0,0,0,0,0,0,0,0,9.091,33
781,1,2.857,0.02852,5,0.1961,0.1581,1,0,1,0,7.227,35
782,1,2.778,0.003361,2,0.06429,1.329e-33,1.5,170.3,1,0,4.921,36
783,1,2.857,0.004635,2.6,0.07941,0.1091,1.2,91.22,1.2,0,3.025,35
784,1,2.857,0.009804,4,0.1341,0.114,1,0,1,0,7.563,35
785,1,2.857,0.01233,4.667,0.1451,0.273,1,0,1,0,4.706,35
786,1,3.125,0.03656,5,0.2375,0.1614,1,0,1,0,10.48,32
787,1,2.857,0.0202,3.333,0.1349,0.1744,1,0,1,0,3.529,35
788,1,2.5,0.04229,4.333,0.1538,0.07736,1,0,1,0,4.872,40
789,1,2.632,0.02222,2.2,0.1058,0.02189,1.4,123.6,1,0,5.832,38
790,1,2.703,0.02381,4,0.1587,0.134,1.5,133.6,1,0,4.955,37
791,1,2.778,0.002521,2.5,0.07143,8.792e-06,1,0,1,0,3.492,36
792,1,3.226,0.01303,2.333,0.108,0.1077,1,0,1,0,4.516,31
793,1,3.226,0.01226,2.333,0.09722,0.3844,1.333,83.77,1,0,2.581,31
794,1,3.448,0.007937,2.5,0.1071,0.1346,1,0,1,0,4.433,29
795,1,3.571,0.008547,3,0.1204,0.1724,1,0,1,0,4.233,28
796,1,3.448,0.01653,3,0.118,0.2941,1,0,1,0,4.187,29
797,1,3.571,0.002849,2,0.07407,2.063e-05,1,0,1,0,2.91,28
798,1,3.333,0.01724,4.25,0.168,0.2285,1,0,1,0,5.977,30
799,1,2.632,0.001502,2,0.05405,2.37e-06,1,0,1,0,5.405,38
800,1,2.778,0.01092,2.5,0.1,0,1,0,1,0,3.81,36
801,1,2.857,0.006536,3.333,0.09804,0.269,1,0,1,0,2.857,35
802,1,2.857,0.002971,2,0.06373,4.921e-05,1,0,1,0,1.513,35
803,1,2.703,0.01587,4,0.1769,0.1487,1,0,1,0,5.556,37
804,1,2.5,0.02901,3.25,0.1466,0.02553,1,0,1,0,8.077,40
805,1,2.632,0.002002,2.333,0.06306,3.076e-06,1,0,1,0,3.698,38
806,1,2.857,0.02882,2.333,0.0977,0.2523,1.333,136.2,1.167,0,2.353,35
807,1,2.857,0.04501,4.5,0.1784,0.3092,1,0,1,0,4.538,35
808,0,0,0,0,0,0,0,0,0,0,5.105,37
809,1,2.941,0.01515,2.5,0.1083,0.1839,1,0,1,0,3.03,34
810,1,2.857,0.03403,4.4,0.2092,0.1921,1,0,1,0,7.059,35
811,1,2.703,0.001587,2,0.05556,1.12e-14,1,0,1,0,6.156,37
812,1,2.778,0.01387,2.5,0.1085,0.06288,1,0,1,0,5.714,36
813,1,2.857,0.01889,2.6,0.1101,0.05067,1,0,1,0,5.21,35
814,1,2.703,0.01291,3.75,0.1244,0.1394,1,0,1,0,3.904,37
815,1,2.703,0.001587,2,0.05556,9.046e-06,1,0,1,0,2.102,37
816,1,2.564,0.01209,2.6,0.09217,0.04687,1,0,1,0,4.453,39
817,1,2.778,0.007563,4,0.119,0.4986,1,0,1,0,3.651,36
818,0,0,0,0,0,0,0,0,0,0,3.011,31
819,1,2.703,0.004762,2.667,0.0821,6.711e-06,1,0,1,0,3.153,37
820,1,3.333,0.08456,3,0.1801,0.1556,1.333,67.1,1,0,5.747,30
821,0,0,0,0,0,0,0,0,0,0,6.653,32
822,1,2.778,0.04118,4.5,0.1733,0.3197,1,0,1,0,4.762,36
823,1,2.857,0.008913,2.25,0.08986,0.08838,1,0,1,0,3.193,35
824,1,2.941,0.05246,3.6,0.1984,0.0848,1.2,48.62,1,0,7.13,34
825,1,3.125,0.002151,2,0.06452,2.607e-07,1,0,1,0,5.645,32
826,1,3.571,0.002849,2,0.07407,2.334e-07,1,0,1,0,5.291,28
827,1,3.03,0.01008,3,0.125,0.2521,1,0,1,0,3.409,33
828,1,2.5,0.009897,2.667,0.08863,0.2615,1,0,1,0,2.564,40
829,1,2.564,0.04979,5,0.1994,0.117,1,0,2,0,5.533,39
830,1,2.564,0.01351,2.5,0.1045,0.1736,1,0,1,0,2.429,39
831,1,2.778,0.02801,5,0.1502,0.236,1,0,1,0,4.444,36
832,1,3.03,0.01361,2.5,0.09722,0.3915,1,0,1,0,2.083,33
833,1,3.03,0.03822,4.5,0.1938,0.2173,1.5,242.1,1,0,5.303,33
834,1,2.778,0.01008,5,0.1429,4.695e-05,1,0,1,0,4.127,36
835,1,2.778,0.005714,2.8,0.08638,0.1787,1,0,1,0,3.333,36
836,1,2.703,0.02152,3.333,0.1344,0.1759,1.333,82.91,1,0,3.604,37
837,0,0,0,0,0,0,0,0,0,0,6.667,36
838,0,0,0,0,0,0,0,0,0,0,6.825,36
839,1,2.5,0.006748,3,0.09348,9.968e-06,1,0,1,0,4.103,40
840,1,2.778,0.01723,2.5,0.1065,0.1134,1.25,126.9,1,0,3.492,36
841,1,2.703,0.02183,3.25,0.1279,0.1692,1.25,66.15,1,0,5.255,37
842,1,2.857,0.003565,2,0.06618,1.24e-06,1,0,1,0,5.546,35
843,1,2.5,0.02901,5,0.134,0.1681,1,0,1,0,5.769,40
844,1,2.381,0.01488,4.4,0.1419,0.2277,1,0,1,0,4.53,42
845,1,2.564,0.02181,4.667,0.1472,0.3456,1.333,44.53,1,0,2.699,39
846,1,2.778,0.01008,5,0.1556,0.3619,1,0,1,0,4.127,36
847,1,2.632,0.01627,5,0.1572,0.3299,1,0,1,0,3.556,38
848,1,2.941,0.001894,2,0.06061,2.729e-13,1,0,1,0,4.635,34
849,1,3.226,0.003065,2.333,0.07778,0.2039,1,0,1,0,3.011,31
850,1,2.778,0.02521,3.25,0.1148,0.2412,1.25,80.42,1,0,3.333,36
851,0,0,0,0,0,0,0,0,0,0,2.529,30
852,1,3.571,0.04558,4,0.1949,0.1053,1,0,1,0,7.407,28
853,1,2.857,0.004159,3.333,0.09804,0.1541,1.333,137.9,1,0,3.697,35
854,1,3.03,0.004368,2.667,0.08507,0.1662,1,0,1,0,3.03,33
855,1,3.125,0.03333,3,0.1425,0.2454,1.5,161.1,1,0,3.629,32
856,1,3.125,0.008602,2.667,0.1015,0,1,0,1.333,0,4.032,32
857,1,3.03,0.03629,3.333,0.1916,0.1019,1.333,91.67,1,0,7.765,33
858,1,3.571,0.02051,2.2,0.1129,0.06863,1.2,33.42,1,0,4.762,28
859,1,3.448,0.007275,2,0.08248,5.113e-05,1.25,148.6,1,0,2.463,29
860,0,0,0,0,0,0,0,0,0,0,1.609,30
861,1,3.03,0.02658,4.5,0.2025,0.2036,1,0,1,0,6.439,33
862,1,4,0.01268,2.5,0.1222,0.4731,1,0,1,0,3,25
863,1,3.125,0.05215,3,0.1378,0.2122,1,0,1.25,0,3.629,32
864,0,0,0,0,0,0,0,0,0,0,7.308,34
865,1,2.703,0.002381,2.5,0.06944,3.473e-06,1,0,1,0,5.255,37
866,1,2.5,0.002699,2.5,0.06667,0.2374,1,0,1,0,2.436,40
867,1,2.703,0.02315,4,0.1652,0.192,1.5,103.3,1,0,4.805,37
868,1,2.381,0.03699,4,0.1513,0.03152,1,0,1,0,8.014,42
869,1,2.5,0.00135,2,0.05128,1.228e-10,2,460.7,1,0,4.359,40
870,1,3.03,0.03831,7,0.2224,0.3977,1,0,2,0,6.629,33
871,1,2.5,0.04476,3.167,0.1252,0.2064,1,0,1.167,0,3.333,40
872,1,2.564,0.001422,2,0.05263,1.201e-07,2,542,1,0,6.343,39
873,1,2.632,0.006006,3.5,0.1041,0.1724,1,0,1,0,3.414,38
874,1,3.333,0.02956,4,0.1839,0.18,1,0,1,0,6.667,30
875,1,3.03,0.01714,3.5,0.1328,0,1,0,1,0,3.788,33
876,0,0,0,0,0,0,0,0,0,0,10.33,25
877,0,0,0,0,0,0,0,0,0,0,5.797,24
878,1,3.571,0.1257,3.875,0.237,0.1481,1,0,1.125,0,8.995,28
879,1,2.857,0.001783,2,0.05882,3.325e-11,2,321.1,1,0,6.05,35
880,1,3.03,0.002016,2,0.0625,0.5,1.5,195.1,1,0,1.326,33
881,1,3.448,0.02822,3.333,0.1409,0.249,1,0,1.333,0,4.68,29
882,1,3.333,0.0234,4.5,0.2014,0.2254,1,0,1,0,5.747,30
883,1,3.125,0.07885,6,0.2581,0.3766,1,0,1,0,5.847,32
884,1,2.703,0.006349,3.5,0.1086,0.173,1,0,1,0,4.204,37
885,1,2.857,0.03209,5,0.1863,0.1846,1,0,1,0,10.59,35
886,1,2.326,0.02526,3.25,0.1055,0.1764,1,0,1.25,0,3.876,43
887,1,2.564,0.01138,3.5,0.09649,0.2035,1,0,1,0,3.374,39
888,1,3.03,0.03024,3.5,0.1519,0.08846,1,0,1,0,5.114,33
889,0,0,0,0,0,0,0,0,0,0,5.847,32
890,1,3.125,0.04624,3,0.1508,0.08349,1,0,1,0,5.645,32
891,1,2.941,0.005051,2.667,0.08754,0.154,1.333,237.1,1,0,2.674,34
892,1,3.03,0.02823,2.8,0.1131,0.2866,1,0,1,0,3.22,33
893,1,2.857,0.008913,5,0.1513,1.976e-05,1,0,1,0,6.891,35
894,0,0,0,0,0,0,0,0,0,0,9.756,42
895,1,2.222,0.001762,2,0.04924,7.381e-13,1,0,1,0,3.232,45
896,1,2.5,0.008097,4.5,0.1199,0.3554,1,0,1,0,3.718,40
897,1,2.778,0.01092,5,0.1429,0.1973,1.5,275.4,1,0,4.603,36
898,1,2.632,0.04588,2.889,0.1104,0.121,1.111,72.48,1,0,4.41,38
899,1,2.703,0.0162,3.667,0.1274,0.2047,1,0,1,0,4.054,37
900,1,2.632,0.03416,5,0.176,0.2483,1,0,1,0,3.556,38
901,1,2.941,0.01705,4.5,0.1733,0.2843,1,0,1,0,5.704,34
902,1,2.778,0.002521,2.5,0.07143,0.3058,1,0,1,0,2.54,36
903,0,0,0,0,0,0,0,0,0,0,4.456,34
904,1,2.703,0.001587,2,0.05556,5.386e-09,1,0,1,0,10.36,37
905,1,2.632,0.02008,3.125,0.1045,0.1559,1,0,1,0,3.983,38
906,1,2.857,0.005348,3.333,0.1013,0.3372,1.333,55.77,1,0,3.025,35
907,1,2.564,0.02098,2.75,0.1072,0.02522,1.25,24.83,1,0,6.073,39
908,1,2.326,0.01045,6,0.1701,0.2266,1,0,1,0,6.091,43
909,1,2.439,0.05288,2.75,0.1125,0.03467,1,0,1,0,4.39,41
910,1,2.439,0.008333,3,0.09716,0.2683,1,0,1,0,2.683,41
911,1,2.5,0.07332,4.333,0.1656,0.1318,1,0,1.333,0,6.282,40
912,1,2.5,0.01862,4,0.1432,0.1127,1,0,1,0,6.282,40
913,1,2.857,0.01426,2.667,0.09375,0.08727,1,0,1,0,3.697,35
914,0,0,0,0,0,0,0,0,0,0,10.11,31
915,1,2.941,0.0142,3,0.114,0.1542,1.25,27.84,1,0,3.387,34
916,1,3.226,0.01425,2.2,0.09115,0.2574,1,0,1,0,2.151,31
917,1,3.125,0.01667,4,0.1443,0.1884,1,0,1,0,5.645,32
918,1,2.564,0.0166,2.667,0.1229,0.03795,1.333,68.13,1,0,5.803,39
919,1,2.778,0.001681,2,0.05714,4.33e-07,1,0,1,0,4.603,36
920,1,2.941,0.01736,3.333,0.1275,0.3741,1,0,1,0,2.852,34
921,1,3.571,0.03134,3,0.1821,0.1209,1,0,1,0,7.143,28
922,0,0,0,0,0,0,0,0,0,0,7.357,37
923,1,2.5,0.01552,6.5,0.1667,0.1873,1,0,1,0,5.769,40
924,1,2.941,0.003788,3,0.09091,0.6116,2,220.2,1,0,2.139,34
925,1,3.125,0.03943,4,0.1679,0.1299,1,0,1.333,0,6.855,32
926,1,2.778,0.005042,4,0.1143,0.5236,1,0,1,0,1.746,36
927,1,3.03,0.02285,3.333,0.1173,0.1796,1,0,1,0,4.735,33
928,1,3.125,0.01882,2.75,0.1194,0.131,1,0,1,0,5.444,32
929,1,2.941,0.03472,3.667,0.1475,0.2203,1,0,1,0,5.526,34
930,1,2.941,0.03051,4,0.1592,0.1387,1,0,1,0,7.13,34
931,1,2.5,0.0235,3.5,0.1374,0.1534,1,0,1,0,3.846,40
932,1,2.439,0.0141,4.333,0.1417,0.1046,1,0,1,0,6.707,41
933,1,2.273,0.009598,3.333,0.1015,0.2545,1,0,1,0,3.594,44
934,0,0,0,0,0,0,0,0,0,0,3.698,38
935,1,2.778,0.007843,2.667,0.09023,3.701e-05,1,0,1,0,3.651,36
936,1,3.03,0.02621,3.2,0.1302,0.1323,1,0,1,0,4.545,33
937,1,2.857,0.01248,3.5,0.1216,0.2539,1,0,1,0,5.21,35
938,1,2.5,0.03644,3,0.1433,0.02237,1,0,1,0,7.436,40
939,1,2.273,0.004799,4.333,0.1066,0.0998,1.333,189,1,0,4.757,44
940,1,2.941,0.008759,2.25,0.08475,0.06708,1,0,1,0,3.922,34
941,1,3.03,0.008065,3,0.1116,2.138e-05,2,243,1,0,4.356,33
942,1,2.778,0.04146,3.333,0.1528,0.06236,1,0,1.333,0,9.365,36
943,0,0,0,0,0,0,0,0,0,0,6.757,37
944,1,2.5,0.002699,3,0.07692,1.864e-06,1,0,1,0,6.538,40
945,1,2.381,0.03735,4,0.1569,0.1039,1,0,1,0,6.388,42
946,1,2.439,0.01197,2.833,0.09461,0.09559,1.167,39.23,1,0,3.78,41
947,0,0,0,0,0,0,0,0,0,0,2.353,35
948,1,2.857,0.05348,7,0.2373,0.4135,1,0,1,0,5.882,35
949,1,2.857,0.003565,3,0.08824,0.2618,1,0,1,0,2.353,35
950,1,2.857,0.03045,8,0.2551,0.2734,1,0,1,0,7.731,35
951,1,2.778,0.02857,3.667,0.1375,0.1631,1,0,1,0,4.444,36
952,1,3.125,0.01505,4,0.1475,0.4101,1,0,1,0,3.629,32
953,1,2.857,0.02273,5,0.177,0.4184,1,0,1,0,2.857,35
954,1,2.941,0.0303,3,0.1652,0.05821,1,0,1,0,8.2,34
955,1,2.857,0.07605,7,0.2367,0.4347,1,0,1,0,5.546,35
956,1,2.941,0.01452,3.333,0.134,0.1148,1,0,1,0,5.169,34
957,0,0,0,0,0,0,0,0,0,0,5.682,33
958,1,2.857,0.03036,4,0.1754,0.2038,1,0,1,0,5.042,35
959,1,2.703,0.02413,3.4,0.1208,0.1437,1,0,1,0,4.054,37
960,1,1.852,0.001451,2.75,0.05189,1.419e-06,1,0,1,0,3.704,54
961,1,1.515,0.01571,5.833,0.1283,0.08003,1,0,1,0,5.874,66
962,1,1.389,0.003119,3,0.05074,4.123e-08,1.5,292.8,1,0,6.221,72
963,1,1.299,0.001491,2.75,0.0406,8.547e-11,1.5,152.6,1.25,0,3.999,77
964,1,1.408,0.03131,3.692,0.09636,0.03811,1.077,87.94,1,0,3.702,71
965,1,1.562,0.000512,2,0.03175,2.217e-32,1,0,1,0,5.903,64
966,1,1.316,0.008288,2.667,0.07646,0.01304,1,0,1.333,0,6.982,76
967,1,1.282,0.02204,3,0.08356,0.01314,1,0,1,0,4.329,78
968,1,1.429,0.009548,3.6,0.06894,0.01187,1,0,1.2,0,3.52,70
969,1,1.449,0.01244,4,0.07957,0.04525,1,0,1.167,0,3.538,69
970,1,1.37,0.009837,4.4,0.08278,0.03694,1.1,58.24,1,0,4.186,73
971,1,1.389,0.02035,4.286,0.09315,0.06908,1.286,193.4,1.286,0,3.873,72
972,1,1.471,0.02646,6,0.169,0.09723,1,0,1,0,5.795,68
973,1,1.515,0.00609,3.667,0.0692,1.94e-08,1,0,1,0,6.527,66
974,1,1.37,0.02999,3,0.08753,0.0005338,1,0,1,0,5.67,73
975,1,1.429,0.0133,3,0.07822,0.02489,1,0,1,0,4.845,70
976,1,1.429,0.005222,2.875,0.06741,0.02659,1.25,158.8,1,0,4.017,70
977,1,1.408,0.005501,2.571,0.05039,0.02193,1.143,67.39,1,0,4.346,71
978,1,1.333,0.009237,4.429,0.08336,0.04065,1.286,109.8,1.143,0,5.369,75
979,1,1.282,0.001128,2.8,0.04015,8.666e-09,1.2,229.9,1,0,6.327,78
980,1,1.282,0.02199,5,0.0936,0.005531,1.333,431.6,1,0,8.691,78
981,1,1.176,0.01642,4.167,0.08583,0.02474,1.167,129.1,1,0,4.426,85
982,1,1.299,0.004052,2.769,0.05188,0.01523,1.154,20.08,1.077,0,4.204,77
983,1,1.22,0.01571,5.222,0.09246,0.05343,1.222,161.6,1,0,5.571,82
984,1,1.163,0.0007203,2.429,0.03149,4.162e-28,1,0,1,0,4.952,86
985,1,1.266,0.02276,3.833,0.09241,0.01926,1.333,229.5,1,0,4.025,79
986,1,1.333,0.01246,2.667,0.09453,0.004279,1,0,1,0,8.36,75
987,1,1.22,0.000823,3,0.03939,2.673e-11,1.667,375.7,1,0,6.685,82
988,1,1.25,0.02652,4.917,0.111,0.04433,1,0,1,0,5.285,80
989,1,1.389,0.001811,3,0.05003,1.192e-06,1,0,1,0,6.221,72
990,1,1.515,0.005288,2.167,0.04506,4.024e-07,1,0,1,0,2.984,66
991,1,1.449,0.01112,3.333,0.07963,0.01387,1,0,1,0,6.351,69
992,1,1.389,0.0007042,2.25,0.03345,1.488e-12,1,0,1,0,4.577,72
993,1,1.389,0.005902,2.167,0.0614,0.002314,1,0,1,0,7.003,72
994,1,1.408,0.01814,4.2,0.1165,0.02918,1,0,1,0,5.634,71
995,1,1.266,0.004736,3.111,0.06334,0.01117,1.111,105.6,1,0,4.576,79
996,1,1.19,0.01074,4.286,0.1047,0.02223,1,0,1,0,5.995,84
997,1,1.19,0.01215,4.857,0.09739,0.0425,1,0,1,0,5.938,84
998,1,1.389,0.001006,3.5,0.0493,3.447e-09,1,0,1,0,3.638,72
999,1,1.429,0.03645,4,0.1333,0.0188,1,0,1,0,4.596,70
1000,1,1.515,0.00989,3,0.07287,0.007643,1,0,1,0,5.361,66
1001,1,1.449,0.00878,3.2,0.08955,0.03587,1.2,99.33,1,0,4.987,69
1002,1,1.493,0.02201,3.143,0.06578,0.01379,1,0,1,0,4.116,67
1003,1,1.429,0.0103,3.286,0.0749,0.01053,1.286,142,1,0,5.921,70
1004,1,1.408,0.00645,3.714,0.06511,0.04751,1.143,81.7,1,0,4.225,71
1005,1,1.449,0.01524,3.143,0.09395,0.02422,1,0,1.286,0,5.243,69
1006,1,1.351,0.001522,2.667,0.0411,3.702e-08,1,0,1,0,7.405,74
1007,1,1.299,0.008371,3.429,0.05812,0.02785,1,0,1,0,5.058,77
1008,1,1.19,0.002155,2.667,0.04086,1.099e-15,1.167,89.94,1,0,5.278,84
1009,1,1.235,0.01515,3.9,0.08362,0.008206,1.2,105.8,1,0,5.802,81
1010,1,1.266,0.02675,5.167,0.1006,0.01915,1.167,66.76,1,0,8.406,79
1011,1,1.25,0.009348,3.8,0.09188,0.03983,1.2,102.1,1,0,5.127,80
1012,1,1.37,0.02524,4.5,0.1274,0.03367,1.5,284.5,1,0,4.833,73
1013,1,1.316,0.02302,5.375,0.12,0.07225,1,0,1,0,4.737,76
1014,1,1.316,0.001004,2.429,0.03456,6.221e-16,1.286,100.6,1,0,4.667,76
1015,1,1.333,0.003647,4.167,0.07246,0.05011,1.167,131,1,0,4.721,75
1016,1,1.316,0.01706,4,0.105,0.02182,1,0,1,0,7.193,76
1017,1,1.205,0.007377,3.833,0.08143,0.009177,1.167,126.3,1,0,5.466,83
1018,1,1.19,0.01447,3.75,0.1296,0.01503,1,0,1.25,0,6.77,84
1019,1,1.149,0.004825,2.545,0.04437,0.0002245,1,0,1.091,0,5.079,87
1020,1,1.19,0.006367,3.167,0.08638,0.002024,1,0,1,0,12.05,84
1021,1,1.205,0.001506,3,0.04422,1.846e-06,1,0,1,0,5.289,83
1022,1,1.351,0.008181,3.333,0.07128,0.008295,1.333,236.5,1,0,4.147,74
1023,1,1.389,0.0265,3.429,0.0988,0.02436,1.143,44.23,1.286,0,4.695,72
1024,1,1.299,0.01011,3.8,0.09059,0.02725,1.2,274.2,1,0,5.366,77
1025,1,1.37,0.05254,5.75,0.1375,0.05207,1,0,1,0,6.24,73
1026,1,1.22,0.01586,3.875,0.08505,0.04109,1.125,27.74,1.125,0,3.553,82
1027,1,1.25,0.002829,3.8,0.05755,1.894e-06,1.2,111,1,0,4.019,80
1028,1,1.389,0.003783,3.2,0.06877,0.05735,1.4,141.6,1,0,3.521,72
1029,1,1.389,0.01814,4,0.08087,0.02785,1.111,119.8,1,0,4.93,72
1030,1,1.333,0.003813,3.4,0.06018,0.02251,1.4,230,1.1,0,5.369,75
1031,1,1.316,0.008289,4.3,0.08268,0.02514,1,0,1,0,7.228,76
1032,1,1.25,0.0138,4.1,0.0735,0.03422,1.3,163.6,1.1,0,3.924,80
1033,1,1.389,0.008048,2.833,0.06999,0.01091,1,0,1.167,0,4.577,72
1034,1,1.389,0.008249,2.333,0.06006,0.002437,1,0,1,0,5.673,72
1035,1,1.429,0.009682,3.286,0.07568,0.03086,1.143,140.3,1,0,3.851,70
1036,1,1.408,0.03081,2.9,0.091,0.01926,1.1,58.16,1.2,0,3.984,71
1037,1,1.351,0.009585,3.143,0.06688,0.04766,1.143,35.59,1,0,3.184,74
1038,1,1.562,0.009802,4.143,0.09368,0.08845,1,0,1,0,3.522,64
1039,1,1.389,0.0134,4.429,0.08969,0.05868,1,0,1,0,3.56,72
1040,1,1.351,0.04053,3.833,0.1373,0.02545,1,0,1,0,7.886,74
1041,1,1.19,0.02116,3.333,0.0951,0.008049,1,0,1,0,5.221,84
1042,1,1.22,0.02605,2.8,0.05405,0.005525,1.067,27.77,1,0,3.583,82
1043,1,1.389,0.004422,3.125,0.05959,0.00983,1.375,308.4,1,0,3.443,72
1044,1,1.515,0.0008654,2.4,0.03846,5.602e-15,1.2,114,1,0,2.751,66
1045,1,1.429,0.02838,3.286,0.08137,0.03003,1,0,1.143,0,4.182,70
1046,1,1.471,0.06913,5,0.1245,0.0504,1.111,30.67,1,0,5.048,68
1047,1,1.37,0.006064,4,0.08861,0.000536,1,0,1,0,6.735,73
1048,1,1.316,0.008806,7.75,0.1473,0.05617,1,0,1,0,9.368,76
1049,1,1.266,0.003663,3.273,0.06002,0.01305,1.091,52.54,1,0,4.447,79
1050,1,1.282,0.01273,2.5,0.09362,0.02039,1,0,1,0,4.829,78
1051,1,1.351,0.03109,4.2,0.09551,0.02647,1.1,17.25,1.1,0,4.924,74
